x,y,z,TgF
-0.284,0.4795,0.6861,0.884
-0.2932,0.4541,0.6895,0.876
-0.3008,0.4334,0.692,0.87
-0.312,0.4109,0.7005,0.87
-0.3211,0.3934,0.7083,0.872
-0.3311,0.3785,0.7113,0.871
-0.336,0.3628,0.7154,0.87
-0.3391,0.3523,0.7252,0.875
-0.3389,0.3423,0.734,0.878
-0.3396,0.3348,0.742,0.882
-0.3404,0.3272,0.753,0.889
-0.3374,0.316,0.7594,0.889
-0.3438,0.304,0.7708,0.897
-0.3589,0.274,0.7826,0.903
-0.3726,0.22,0.7911,0.902
-0.3846,0.2361,0.7938,0.913
-0.3887,0.2561,0.8084,0.933
-0.3853,0.2793,0.8382,0.964
-0.3767,0.3106,0.869,0.997
-0.3606,0.3431,0.8944,1.024
-0.3462,0.3767,0.9205,1.053
-0.3338,0.4097,0.9339,1.073
-0.3257,0.4346,0.9342,1.081
-0.3228,0.4483,0.9342,1.085
-0.3257,0.4627,0.9259,1.085
-0.3343,0.4725,0.9227,1.089
-0.3448,0.4812,0.9178,1.092
-0.3594,0.4847,0.9107,1.092
-0.3675,0.4891,0.9039,1.091
-0.3765,0.4937,0.8902,1.085
-0.3841,0.4974,0.8761,1.078
-0.3885,0.5015,0.8629,1.071
-0.3904,0.503,0.8487,1.061
-0.3924,0.5081,0.8324,1.051
-0.3985,0.5096,0.818,1.043
-0.4007,0.5135,0.8023,1.033
-0.3992,0.514,0.7874,1.022
-0.3987,0.5184,0.7738,1.013
-0.396,0.5237,0.7591,1.004
-0.3892,0.5274,0.7467,0.994
-0.3843,0.532,0.7347,0.985
-0.3794,0.5318,0.7225,0.974
-0.3719,0.5328,0.7161,0.967
-0.3677,0.5355,0.7088,0.961
-0.3641,0.5352,0.7066,0.958
-0.3611,0.5345,0.7039,0.955
-0.357,0.535,0.7022,0.952
-0.3472,0.5367,0.692,0.942
-0.3457,0.5359,0.689,0.939
-0.3428,0.5352,0.6834,0.933
-0.3409,0.5342,0.6788,0.929
-0.3426,0.5335,0.6734,0.925
-0.3423,0.5313,0.6712,0.922
-0.3433,0.5286,0.6734,0.922
-0.3431,0.5311,0.679,0.928
-0.3431,0.532,0.6829,0.931
-0.3453,0.535,0.6905,0.939
-0.344,0.5391,0.7008,0.949
-0.3423,0.5447,0.71,0.958
-0.336,0.5538,0.7235,0.971
-0.3323,0.5621,0.7345,0.983
-0.3301,0.5723,0.7513,1
-0.3262,0.5821,0.7645,1.015
-0.3213,0.5936,0.7733,1.026
-0.3179,0.6021,0.7804,1.036
-0.3142,0.6102,0.7779,1.037
-0.3059,0.6173,0.7669,1.031
-0.2979,0.6182,0.7547,1.02
-0.2903,0.6241,0.741,1.011
-0.2837,0.6246,0.7274,1
-0.2757,0.6238,0.711,0.985
-0.271,0.6214,0.6964,0.972
-0.2715,0.6177,0.6876,0.963
-0.273,0.616,0.6795,0.957
-0.2737,0.6133,0.6737,0.951
-0.2727,0.6124,0.6712,0.949
-0.2708,0.6111,0.6695,0.946
-0.2688,0.6141,0.6724,0.949
-0.2727,0.6124,0.6715,0.949
-0.281,0.6114,0.6754,0.953
-0.2954,0.6072,0.681,0.959
-0.3094,0.6031,0.6822,0.962
-0.3311,0.6021,0.6866,0.971
-0.3548,0.5977,0.6939,0.982
-0.3809,0.5906,0.6995,0.992
-0.4087,0.5823,0.7049,1.002
-0.4441,0.5716,0.7132,1.016
-0.4852,0.5594,0.7279,1.038
-0.5347,0.5428,0.7442,1.065
-0.5816,0.5274,0.7633,1.095
-0.6212,0.512,0.7879,1.126
-0.6585,0.4947,0.8143,1.158
-0.6986,0.4759,0.8382,1.19
-0.7471,0.4517,0.8634,1.228
-0.8023,0.4217,0.8875,1.269
-0.8556,0.398,0.9151,1.314
-0.8924,0.3733,0.9454,1.353
-0.8927,0.3672,0.9776,1.374
-0.8653,0.3807,1.0043,1.379
-0.8319,0.3953,1.034,1.385
-0.7967,0.4063,1.067,1.392
-0.7657,0.4156,1.0968,1.401
-0.7442,0.4185,1.1317,1.418
-0.7288,0.4219,1.1659,1.438
-0.7281,0.4231,1.1984,1.465
-0.7332,0.4195,1.2308,1.493
-0.7457,0.4134,1.2579,1.52
-0.7603,0.4043,1.2799,1.543
-0.7777,0.3924,1.2985,1.564
-0.7911,0.3792,1.3073,1.574
-0.8057,0.3653,1.308,1.579
-0.8099,0.3489,1.3065,1.576
-0.8131,0.3369,1.2987,1.569
-0.8075,0.3235,1.2907,1.556
-0.8004,0.3123,1.2787,1.541
-0.7857,0.3072,1.265,1.521
-0.7696,0.3006,1.247,1.496
-0.7479,0.302,1.2264,1.468
-0.723,0.3028,1.2108,1.442
-0.6942,0.303,1.1915,1.412
-0.6636,0.3064,1.173,1.382
-0.6373,0.3084,1.1503,1.351
-0.6111,0.3125,1.1263,1.319
-0.5899,0.3172,1.1053,1.292
-0.5687,0.323,1.0797,1.262
-0.5518,0.3267,1.0602,1.239
-0.5389,0.3296,1.0372,1.214
-0.5306,0.3323,1.0157,1.193
-0.5274,0.3377,0.9955,1.176
-0.5247,0.3404,0.9803,1.163
-0.5262,0.346,0.9669,1.154
-0.534,0.3511,0.9532,1.148
-0.5452,0.3562,0.943,1.146
-0.5665,0.3626,0.9334,1.151
-0.5872,0.3694,0.9254,1.157
-0.6114,0.378,0.9193,1.167
-0.6329,0.3877,0.9149,1.178
-0.657,0.3968,0.9085,1.189
-0.6817,0.4075,0.9029,1.203
-0.7049,0.4175,0.8973,1.215
-0.7274,0.4253,0.8893,1.225
-0.7447,0.4324,0.8807,1.232
-0.7576,0.4375,0.8724,1.236
-0.7677,0.4461,0.8602,1.236
-0.776,0.4534,0.8524,1.239
-0.776,0.4585,0.8433,1.234
-0.7772,0.4615,0.8287,1.226
-0.7738,0.4639,0.8162,1.217
-0.7703,0.4676,0.8014,1.206
-0.7603,0.4712,0.7894,1.193
-0.7508,0.4739,0.7774,1.18
-0.7371,0.4751,0.7679,1.166
-0.7247,0.4759,0.7562,1.15
-0.7093,0.4732,0.7476,1.134
-0.6956,0.469,0.7415,1.12
-0.678,0.4678,0.7308,1.101
-0.6605,0.4607,0.7237,1.083
-0.6463,0.4544,0.7139,1.065
-0.6319,0.4441,0.7059,1.046
-0.6194,0.4353,0.7003,1.031
-0.6053,0.4275,0.6961,1.017
-0.5901,0.4187,0.69,1
-0.5782,0.4082,0.6842,0.984
-0.5638,0.3963,0.6802,0.968
-0.5525,0.3863,0.6744,0.954
-0.5369,0.377,0.6695,0.937
-0.5247,0.3682,0.6656,0.924
-0.5081,0.3599,0.6607,0.908
-0.4959,0.3531,0.6617,0.899
-0.4839,0.3489,0.657,0.887
-0.4742,0.3433,0.6563,0.879
-0.4622,0.3372,0.6519,0.867
-0.4519,0.3357,0.6507,0.86
-0.4415,0.3318,0.6478,0.851
-0.4356,0.3274,0.6453,0.845
-0.4283,0.325,0.6373,0.834
-0.4202,0.3194,0.6319,0.823
-0.4153,0.3145,0.6253,0.814
-0.4085,0.3108,0.6163,0.802
-0.3999,0.3067,0.6087,0.79
-0.396,0.302,0.5989,0.779
-0.3907,0.2967,0.5916,0.769
-0.385,0.2928,0.5816,0.756
-0.3819,0.292,0.5706,0.746
-0.3794,0.2896,0.5606,0.736
-0.3765,0.2893,0.553,0.729
-0.3748,0.2884,0.5418,0.719
-0.3697,0.2915,0.5337,0.712
-0.3709,0.2925,0.5272,0.708
-0.3716,0.2945,0.5171,0.702
-0.3704,0.2957,0.514,0.699
-0.3682,0.2991,0.5049,0.693
-0.3662,0.302,0.4971,0.687
-0.3631,0.3079,0.4959,0.687
-0.3631,0.3089,0.4964,0.688
-0.3599,0.314,0.4976,0.69
-0.367,0.3162,0.5035,0.699
-0.3719,0.3191,0.5096,0.707
-0.3794,0.3223,0.5135,0.715
-0.3902,0.3267,0.522,0.729
-0.3999,0.3311,0.5284,0.741
-0.4119,0.3335,0.5384,0.755
-0.4224,0.3345,0.5484,0.769
-0.4312,0.3335,0.556,0.779
-0.4361,0.3338,0.5701,0.792
-0.441,0.3333,0.5801,0.801
-0.4446,0.3338,0.595,0.814
-0.4439,0.3328,0.606,0.822
-0.4429,0.3306,0.6194,0.83
-0.4395,0.3289,0.6341,0.839
-0.4332,0.3306,0.6478,0.846
-0.43,0.3274,0.6627,0.855
-0.4292,0.3282,0.6722,0.862
-0.4275,0.3289,0.6895,0.875
-0.4295,0.3306,0.6998,0.885
-0.428,0.3328,0.7071,0.891
-0.4275,0.3348,0.7108,0.894
-0.4263,0.3382,0.7125,0.897
-0.4239,0.3374,0.7095,0.893
-0.4163,0.3374,0.7076,0.888
-0.406,0.3372,0.7049,0.881
-0.399,0.3377,0.6976,0.872
-0.3924,0.3387,0.6944,0.867
-0.389,0.3409,0.6878,0.861
-0.3809,0.3431,0.6807,0.852
-0.3767,0.3457,0.6717,0.844
-0.3775,0.3496,0.6646,0.841
-0.3772,0.3533,0.6612,0.839
-0.3775,0.357,0.6551,0.836
-0.3789,0.3582,0.6497,0.833
-0.3848,0.3628,0.6431,0.833
-0.388,0.3653,0.6392,0.832
-0.3934,0.3699,0.6326,0.832
-0.3999,0.3743,0.6268,0.832
-0.4065,0.3758,0.6175,0.829
-0.4097,0.3807,0.6102,0.828
-0.4187,0.3868,0.6055,0.832
-0.4258,0.3938,0.5977,0.833
-0.4339,0.4021,0.5901,0.836
-0.4436,0.4068,0.5831,0.838
-0.4537,0.4151,0.5721,0.84
-0.4625,0.4212,0.5601,0.84
-0.4717,0.4305,0.5501,0.843
-0.4834,0.4356,0.5364,0.843
-0.493,0.4415,0.5218,0.843
-0.4991,0.4463,0.5105,0.842
-0.5047,0.451,0.5015,0.842
-0.5074,0.4551,0.493,0.841
-0.5081,0.4563,0.4864,0.838
-0.5093,0.4556,0.4783,0.834
-0.5035,0.4549,0.471,0.826
-0.4993,0.4529,0.4737,0.824
-0.493,0.4512,0.471,0.818
-0.4805,0.4488,0.4729,0.81
-0.4708,0.4493,0.4781,0.807
-0.4629,0.4476,0.4815,0.804
-0.4561,0.4444,0.4854,0.801
-0.4444,0.4419,0.4952,0.799
-0.4363,0.4356,0.5047,0.797
-0.4248,0.429,0.5154,0.794
-0.4141,0.4214,0.5296,0.793
-0.4036,0.4117,0.5413,0.791
-0.3926,0.4034,0.553,0.789
-0.3787,0.3946,0.5616,0.784
-0.3675,0.3836,0.5687,0.778
-0.3592,0.3738,0.5745,0.774
-0.3435,0.3623,0.5787,0.764
-0.3306,0.3531,0.5809,0.756
-0.3169,0.3445,0.5796,0.745
-0.3055,0.3345,0.5779,0.734
-0.294,0.3279,0.5723,0.722
-0.2832,0.3186,0.5677,0.71
-0.2766,0.312,0.5547,0.694
-0.2698,0.3037,0.545,0.68
-0.2608,0.294,0.5337,0.663
-0.2534,0.2908,0.5181,0.646
-0.2447,0.2832,0.504,0.628
-0.2378,0.2759,0.4918,0.612
-0.232,0.2715,0.4737,0.593
-0.2202,0.2635,0.4583,0.573
-0.2105,0.2566,0.4402,0.551
-0.2034,0.249,0.427,0.535
-0.1931,0.241,0.4141,0.517
-0.187,0.2334,0.4014,0.501
-0.1785,0.2254,0.3946,0.488
-0.1663,0.2166,0.3863,0.473
-0.1585,0.209,0.3833,0.464
-0.1502,0.2002,0.3841,0.458
-0.1441,0.1912,0.3853,0.454
-0.1421,0.1821,0.3846,0.449
-0.1397,0.1709,0.3814,0.441
-0.1365,0.1651,0.3787,0.435
-0.1314,0.157,0.3716,0.424
-0.126,0.1489,0.3638,0.413
-0.1231,0.1423,0.3553,0.402
-0.116,0.1384,0.3418,0.387
-0.1118,0.1355,0.3304,0.374
-0.1038,0.1333,0.3174,0.36
-0.1004,0.135,0.2989,0.343
-0.0991,0.1375,0.2876,0.334
-0.0984,0.1414,0.2725,0.322
-0.0994,0.145,0.2605,0.314
-0.105,0.1536,0.2451,0.308
-0.1106,0.1602,0.2312,0.302
-0.1189,0.1663,0.2178,0.299
-0.1292,0.1726,0.2036,0.297
-0.1367,0.1829,0.1934,0.299
-0.1475,0.1892,0.1758,0.297
-0.1568,0.199,0.1592,0.299
-0.1685,0.208,0.1426,0.303
-0.1751,0.2176,0.125,0.306
-0.1851,0.2281,0.1094,0.313
-0.1934,0.2376,0.0935,0.32
-0.1992,0.249,0.0818,0.329
-0.209,0.2544,0.0767,0.338
-0.219,0.261,0.0801,0.35
-0.2305,0.2647,0.094,0.363
-0.2451,0.2659,0.1189,0.381
-0.2613,0.2671,0.1509,0.403
-0.27,0.2664,0.1858,0.422
-0.2803,0.2644,0.2281,0.448
-0.2915,0.2654,0.2752,0.481
-0.3037,0.2625,0.3272,0.518
-0.3179,0.2581,0.3811,0.559
-0.3352,0.2512,0.4373,0.606
-0.3518,0.2427,0.4903,0.65
-0.3716,0.2339,0.5406,0.696
-0.3882,0.2234,0.587,0.738
-0.3946,0.2088,0.6285,0.771
-0.3987,0.1924,0.668,0.801
-0.399,0.1763,0.7037,0.828
-0.398,0.1592,0.7408,0.856
-0.3938,0.1426,0.7745,0.881
-0.3865,0.1253,0.8116,0.908
-0.3716,0.1079,0.8453,0.93
-0.3555,0.0957,0.8807,0.955
-0.3448,0.0837,0.9132,0.98
-0.3333,0.075,0.94,1
-0.3247,0.0649,0.9605,1.016
-0.3203,0.0584,0.9723,1.025
-0.3191,0.052,0.9789,1.031
-0.3247,0.0459,0.9774,1.031
-0.3374,0.0449,0.9693,1.027
-0.3575,0.0425,0.954,1.02
-0.3807,0.0408,0.9332,1.009
-0.3985,0.042,0.9083,0.993
-0.4168,0.042,0.8814,0.976
-0.4353,0.0444,0.8534,0.959
-0.4544,0.0464,0.827,0.945
-0.472,0.0483,0.8014,0.931
-0.4947,0.0544,0.7789,0.924
-0.5162,0.0632,0.7598,0.921
-0.546,0.0737,0.7501,0.931
-0.5755,0.0877,0.7486,0.948
-0.6111,0.1016,0.7513,0.974
-0.6458,0.1184,0.7672,1.01
-0.6846,0.137,0.7857,1.051
-0.7218,0.1516,0.8011,1.089
-0.7567,0.1695,0.8209,1.129
-0.7935,0.1861,0.8426,1.172
-0.8311,0.1997,0.87,1.22
-0.8697,0.2185,0.891,1.264
-0.9078,0.2293,0.9105,1.306
-0.9417,0.242,0.9293,1.345
-0.9767,0.2517,0.9483,1.384
-1.0055,0.2603,0.9654,1.418
-1.0314,0.2686,0.9798,1.448
-1.0531,0.2754,0.9955,1.475
-1.0729,0.2837,1.0128,1.502
-1.0865,0.2903,1.0255,1.522
-1.098,0.2945,1.0326,1.536
-1.1005,0.302,1.0362,1.541
-1.1022,0.3079,1.0379,1.545
-1.0997,0.313,1.0414,1.547
-1.0983,0.3186,1.0448,1.549
-1.0924,0.3247,1.0428,1.545
-1.0885,0.3291,1.0379,1.54
-1.0751,0.3311,1.0287,1.524
-1.0653,0.335,1.0201,1.513
-1.046,0.3333,1.0077,1.49
-1.0289,0.3328,0.9979,1.471
-1.0106,0.3328,0.9781,1.445
-0.9945,0.3304,0.9623,1.423
-0.9779,0.3291,0.9408,1.396
-0.9671,0.3269,0.9212,1.375
-0.9569,0.323,0.901,1.353
-0.9505,0.3194,0.8819,1.335
-0.9442,0.3094,0.8587,1.313
-0.9391,0.2981,0.8377,1.293
-0.9344,0.2923,0.8182,1.276
-0.9288,0.2835,0.806,1.262
-0.9256,0.2718,0.7994,1.253
-0.9225,0.2615,0.7933,1.244
-0.9229,0.2515,0.7891,1.24
-0.9229,0.2407,0.7862,1.236
-0.9239,0.2281,0.7887,1.236
-0.9186,0.2156,0.7957,1.234
-0.9146,0.2019,0.8087,1.237
-0.9095,0.188,0.8231,1.241
-0.9029,0.1721,0.8311,1.239
-0.8954,0.156,0.8346,1.234
-0.8841,0.1423,0.8387,1.227
-0.8775,0.1292,0.8495,1.228
-0.867,0.1128,0.8536,1.222
-0.8597,0.0901,0.8531,1.215
-0.8529,0.0654,0.8529,1.208
-0.8465,0.0386,0.856,1.205
-0.838,0.0061,0.8575,1.199
-0.8236,-0.0254,0.857,1.189
-0.8028,-0.0508,0.8714,1.186
-0.7833,-0.073,0.89,1.188
-0.7606,-0.0901,0.9071,1.187
-0.7408,-0.1043,0.9227,1.188
-0.7252,-0.113,0.9354,1.189
-0.7098,-0.1167,0.9415,1.185
-0.6937,-0.1162,0.9474,1.18
-0.6783,-0.1101,0.9552,1.177
-0.6754,-0.1025,0.9598,1.178
-0.6839,-0.083,0.9706,1.19
-0.7015,-0.054,0.984,1.21
-0.7247,-0.0288,1.0123,1.245
-0.7518,-0.001,1.0353,1.279
-0.7786,0.0303,1.0604,1.316
-0.8031,0.0674,1.0887,1.355
-0.8314,0.1074,1.1195,1.399
-0.857,0.145,1.1529,1.444
-0.8834,0.1804,1.1879,1.491
-0.9039,0.2097,1.2242,1.536
-0.9251,0.2329,1.2562,1.577
-0.9457,0.2442,1.2855,1.614
-0.9618,0.2473,1.3109,1.645
-0.9791,0.2442,1.3314,1.671
-0.9918,0.23,1.3497,1.691
-0.9989,0.2092,1.3666,1.706
-1.0052,0.1851,1.3786,1.716
-1.0082,0.1592,1.3922,1.726
-1.013,0.1328,1.3986,1.732
-1.013,0.1091,1.4005,1.732
-1.0108,0.0837,1.3969,1.726
-1.0067,0.0628,1.3891,1.717
-0.995,0.0444,1.3737,1.697
-0.9859,0.0283,1.3598,1.68
-0.9772,0.0129,1.34,1.658
-0.9754,-0.0054,1.3229,1.644
-0.9735,-0.0208,1.3041,1.628
-0.9754,-0.042,1.2907,1.618
-0.9808,-0.0591,1.2831,1.616
-0.9879,-0.0711,1.2714,1.612
-0.9908,-0.0789,1.2501,1.597
-0.9862,-0.0855,1.2264,1.576
-0.9859,-0.085,1.1945,1.551
-0.9874,-0.0801,1.1591,1.525
-0.9964,-0.0764,1.1276,1.507
-1.0084,-0.0737,1.0875,1.485
-1.0277,-0.0681,1.0472,1.469
-1.0475,-0.061,0.9945,1.446
-1.0712,-0.0535,0.9376,1.425
-1.0956,-0.0466,0.8726,1.401
-1.1166,-0.0322,0.8033,1.376
-1.142,-0.0139,0.7337,1.357
-1.17,0.0061,0.6578,1.342
-1.2032,0.0291,0.5757,1.334
-1.2335,0.0618,0.492,1.329
-1.2599,0.105,0.4168,1.331
-1.2858,0.1477,0.3443,1.339
-1.306,0.1914,0.2776,1.349
-1.3153,0.2256,0.2183,1.352
-1.3124,0.2588,0.1673,1.348
-1.2977,0.2818,0.1216,1.334
-1.2736,0.3059,0.0796,1.312
-1.243,0.3257,0.0418,1.286
-1.2091,0.3435,0.0054,1.257
-1.1735,0.3579,-0.0249,1.227
-1.1385,0.3682,-0.0523,1.198
-1.1051,0.3772,-0.0837,1.171
-1.0731,0.3831,-0.1072,1.144
-1.0414,0.386,-0.1223,1.117
-1.006,0.3841,-0.1245,1.084
-0.975,0.3802,-0.1177,1.053
-0.9435,0.3655,-0.0999,1.017
-0.9239,0.3433,-0.0764,0.989
-0.9059,0.3164,-0.0449,0.961
-0.8885,0.2825,-0.0105,0.932
-0.8695,0.2473,0.023,0.904
-0.8504,0.2127,0.053,0.878
-0.8311,0.1812,0.0698,0.854
-0.8155,0.1543,0.0864,0.834
-0.8014,0.1279,0.0986,0.817
-0.7909,0.1013,0.1072,0.804
-0.7789,0.0789,0.1167,0.792
-0.7711,0.0535,0.117,0.782
-0.7598,0.033,0.1172,0.77
-0.7533,0.0081,0.1121,0.762
-0.7471,-0.0076,0.093,0.753
-0.7489,-0.0205,0.0693,0.752
-0.7513,-0.0335,0.0398,0.753
-0.7552,-0.0381,0.0027,0.756
-0.7594,-0.0422,-0.0393,0.762
-0.7594,-0.0378,-0.0845,0.765
-0.7662,-0.0251,-0.1292,0.777
-0.7747,-0.0054,-0.1763,0.795
-0.7955,0.021,-0.2219,0.826
-0.8155,0.0501,-0.2669,0.86
-0.838,0.0867,-0.3045,0.896
-0.8587,0.1301,-0.3379,0.932
-0.8861,0.1829,-0.3572,0.973
-0.9159,0.2405,-0.3687,1.016
-0.9474,0.3008,-0.3746,1.062
-0.9735,0.3562,-0.3706,1.101
-0.9952,0.3992,-0.3557,1.13
-1.0189,0.431,-0.3233,1.153
-1.0382,0.4527,-0.2759,1.166
-1.0619,0.47,-0.2097,1.18
-1.0895,0.482,-0.1299,1.198
-1.119,0.4957,-0.0349,1.224
-1.1464,0.5125,0.0657,1.257
-1.1737,0.532,0.168,1.3
-1.2013,0.5565,0.273,1.352
-1.2328,0.5892,0.3831,1.419
-1.2728,0.627,0.4886,1.501
-1.3173,0.661,0.5884,1.587
-1.3742,0.6986,0.6885,1.688
-1.4269,0.7271,0.8123,1.796
-1.4796,0.7508,0.9479,1.911
-1.536,0.7686,1.0902,2.034
-1.5868,0.7816,1.2648,2.175
-1.6701,0.7906,1.4286,2.336
-1.7778,0.7899,1.5736,2.502
-1.8906,0.7718,1.7201,2.67
-1.9987,0.7418,1.8659,2.833
-2.0932,0.7042,1.9924,2.974
-2.1406,0.6617,2.1186,3.084
-2.1133,0.6197,2.2519,3.15
-1.9729,0.5748,2.356,3.126
-1.6904,0.5425,2.4356,3.014
-1.3251,0.5455,2.5012,2.883
-1.0814,0.5806,2.5515,2.831
-0.9964,0.5972,2.6006,2.848
-0.9527,0.5718,2.6282,2.853
-0.8968,0.5364,2.6187,2.819
-0.8646,0.514,2.5845,2.773
-0.8697,0.5115,2.564,2.755
-0.8748,0.5203,2.5847,2.778
-0.869,0.5413,2.6424,2.834
-0.8521,0.575,2.7317,2.919
-0.8311,0.6282,2.844,3.029
-0.816,0.6922,2.9715,3.158
-0.8136,0.7667,3.0921,3.288
-0.8248,0.8475,3.1864,3.399
-0.8421,0.9266,3.2452,3.478
-0.8587,1.0084,3.2686,3.527
-0.8609,1.0936,3.2623,3.547
-0.8504,1.1871,3.2301,3.545
-0.8387,1.2775,3.1739,3.523
-0.8387,1.362,3.1016,3.49
-0.8551,1.4245,3.0289,3.455
-0.8846,1.4538,2.9578,3.412
-0.898,1.4523,2.8936,3.36
-0.8673,1.4271,2.8399,3.295
-0.7884,1.3856,2.8052,3.227
-0.6693,1.3224,2.7933,3.162
-0.5377,1.2369,2.7955,3.104
-0.4039,1.1344,2.8035,3.051
-0.2788,1.0179,2.813,3.005
-0.1599,0.8958,2.8226,2.966
-0.0444,0.7689,2.8284,2.931
0.0779,0.6431,2.8218,2.895
0.2112,0.5232,2.7986,2.855
0.355,0.4009,2.7708,2.822
0.4971,0.2774,2.7405,2.799
0.6324,0.1558,2.7024,2.78
0.7677,0.0442,2.638,2.748
0.8829,-0.0515,2.5491,2.698
0.9874,-0.1365,2.4426,2.638
1.0655,-0.1992,2.3306,2.57
1.1097,-0.2495,2.2151,2.49
1.141,-0.2954,2.0932,2.402
1.1761,-0.3306,1.9594,2.309
1.1884,-0.3531,1.8129,2.196
1.1949,-0.3638,1.6535,2.072
1.2133,-0.3692,1.5072,1.97
1.2003,-0.3787,1.3864,1.872
1.1432,-0.3929,1.2789,1.76
1.0638,-0.4102,1.1967,1.653
0.9784,-0.4275,1.1239,1.55
0.8861,-0.4422,1.0558,1.448
0.796,-0.4427,0.9803,1.338
0.6993,-0.4353,0.9017,1.221
0.5919,-0.4122,0.8094,1.084
0.4664,-0.3767,0.7025,0.924
0.3377,-0.3333,0.5875,0.755
0.1963,-0.2915,0.4659,0.584
0.0415,-0.2552,0.3384,0.426
-0.1148,-0.2327,0.2278,0.345
-0.251,-0.2278,0.1475,0.37
-0.3594,-0.2273,0.0964,0.436
-0.4375,-0.2161,0.0554,0.491
-0.5003,-0.1909,0.0042,0.536
-0.5562,-0.1463,-0.0591,0.578
-0.6087,-0.095,-0.0957,0.623
-0.6737,-0.061,-0.0886,0.682
-0.7489,-0.0474,-0.082,0.755
-0.825,-0.0471,-0.0889,0.831
-0.9019,-0.0544,-0.0962,0.909
-0.9637,-0.0615,-0.0999,0.971
-1.0167,-0.0632,-0.0999,1.024
-1.0694,-0.0596,-0.095,1.075
-1.1122,-0.0542,-0.0872,1.117
-1.1476,-0.0474,-0.0842,1.152
-1.1759,-0.0413,-0.0745,1.179
-1.1967,-0.0337,-0.0676,1.199
-1.2152,-0.0308,-0.0689,1.218
-1.2311,-0.0225,-0.0869,1.234
-1.2526,-0.0178,-0.115,1.258
-1.2741,-0.0115,-0.155,1.284
-1.2982,-0.0022,-0.2139,1.316
-1.3234,0.01,-0.2876,1.354
-1.3432,0.0283,-0.3709,1.394
-1.3598,0.0393,-0.4573,1.435
-1.3827,0.0457,-0.5377,1.484
-1.4174,0.0459,-0.6068,1.542
-1.463,0.042,-0.6697,1.61
-1.5124,0.03,-0.7259,1.678
-1.5766,0.01,-0.7796,1.759
-1.6371,-0.0161,-0.8243,1.833
-1.6657,-0.0571,-0.8324,1.863
-1.6794,-0.1055,-0.8184,1.871
-1.6894,-0.1528,-0.7948,1.873
-1.6957,-0.1946,-0.7591,1.868
-1.6843,-0.232,-0.7003,1.839
-1.6405,-0.2537,-0.6277,1.775
-1.5905,-0.2637,-0.5142,1.692
-1.5273,-0.261,-0.3619,1.591
-1.4672,-0.252,-0.19,1.501
-1.4054,-0.2417,-0.0181,1.426
-1.3439,-0.2317,0.1421,1.371
-1.2692,-0.2307,0.2805,1.32
-1.1898,-0.232,0.3763,1.269
-1.1207,-0.2361,0.4305,1.224
-1.0709,-0.2329,0.4349,1.179
-1.058,-0.2215,0.4014,1.153
-1.0858,-0.197,0.3313,1.152
-1.1407,-0.1619,0.2388,1.177
-1.203,-0.1174,0.0999,1.213
-1.2528,-0.0657,-0.0752,1.257
-1.2775,-0.0027,-0.281,1.308
-1.2533,0.0713,-0.5123,1.356
-1.194,0.1592,-0.7818,1.436
-1.1256,0.241,-1.0797,1.578
-1.0812,0.3091,-1.4052,1.8
-1.0873,0.3538,-1.7343,2.077
-1.1339,0.3709,-2.0378,2.361
-1.2135,0.3728,-2.3144,2.64
-1.3263,0.357,-2.5459,2.893
-1.4877,0.3142,-2.7112,3.108
-1.7165,0.2434,-2.8028,3.296
-2.0105,0.1387,-2.7808,3.434
-2.3933,0.0186,-2.6321,3.558
-2.8748,-0.1109,-2.3767,3.732
-3.4256,-0.2361,-2.0393,3.994
-3.976,-0.3538,-1.6239,4.309
-4.5044,-0.4507,-1.13,4.666
-5.0052,-0.5352,-0.5667,5.065
-5.4857,-0.6165,0.0676,5.521
-5.9083,-0.6976,0.7452,5.996
-6.1727,-0.8011,1.5148,6.406
-6.4294,-0.8324,2.1836,6.841
-6.5805,-0.8756,2.7105,7.171
-6.6254,-0.858,3.1031,7.366
-6.5595,-0.8079,3.453,7.457
-6.4169,-0.7484,3.7509,7.47
-6.2064,-0.6539,3.9386,7.38
-5.9117,-0.4827,4.0234,7.167
-5.5325,-0.2185,3.9941,6.827
-4.9903,0.0066,3.8166,6.282
-4.4326,0.2832,3.5048,5.658
-3.8722,0.4495,3.1231,4.995
-3.4698,0.6949,2.7439,4.478
-3.1358,0.7887,2.3718,4.01
-2.8384,0.7391,1.9956,3.548
-2.5518,0.6412,1.6425,3.102
-2.2661,0.5801,1.3312,2.691
-1.9719,0.588,1.0668,2.318
-1.6659,0.6612,0.8297,1.975
-1.3143,0.7135,0.6202,1.619
-0.9278,0.7806,0.3992,1.277
-0.5438,0.8744,0.1463,1.04
-0.1724,0.9708,-0.1577,0.999
0.1543,1.0892,-0.5245,1.219
0.4261,1.2181,-0.93,1.591
0.6089,1.3725,-1.3634,2.028
0.7117,1.5224,-1.8127,2.472
0.754,1.6608,-2.2424,2.891
0.7506,1.715,-2.6565,3.25
0.7479,1.7409,-2.9341,3.493
0.6888,1.7739,-3.1512,3.681
0.617,1.7604,-3.3219,3.81
0.5413,1.6818,-3.3795,3.813
0.5015,1.6217,-3.3138,3.723
0.4476,1.5766,-3.1429,3.545
0.4075,1.4994,-2.8245,3.224
0.333,1.434,-2.5227,2.921
